datum,uredjaj,mjerenje,runtime,model,dataset,split,n_uzoraka,metrika,vrijednost,latencija_ms,dev,torch
2026-09-07T21:26:25,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_2_qat,sub10k_open_images_v7,val,837,map,0.304645,660.7663,cpu,2.14.0+cpu
2026-09-07T21:26:25,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_2_qat,sub10k_open_images_v7,val,837,map_50,0.502326,660.7663,cpu,2.14.0+cpu
2026-09-07T21:26:25,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_2_qat,sub10k_open_images_v7,val,837,map_75,0.311489,660.7663,cpu,2.14.0+cpu
2026-09-07T21:26:25,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_2_qat,sub10k_open_images_v7,val,837,mar_100,0.52384,660.7663,cpu,2.14.0+cpu
2026-09-07T21:49:31,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_2_qat,sub10k_open_images_v7,test,1674,map,0.299436,665.1015,cpu,2.14.0+cpu
2026-09-07T21:49:31,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_2_qat,sub10k_open_images_v7,test,1674,map_50,0.490602,665.1015,cpu,2.14.0+cpu
2026-09-07T21:49:31,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_2_qat,sub10k_open_images_v7,test,1674,map_75,0.307487,665.1015,cpu,2.14.0+cpu
2026-09-07T21:49:31,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_2_qat,sub10k_open_images_v7,test,1674,mar_100,0.521264,665.1015,cpu,2.14.0+cpu
2026-09-07T22:04:45,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_1_qat,sub10k_open_images_v7,val,837,map,0.401305,1023.9902,cpu,2.14.0+cpu
2026-09-07T22:04:45,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_1_qat,sub10k_open_images_v7,val,837,map_50,0.618006,1023.9902,cpu,2.14.0+cpu
2026-09-07T22:04:45,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_1_qat,sub10k_open_images_v7,val,837,map_75,0.429397,1023.9902,cpu,2.14.0+cpu
2026-09-07T22:04:45,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_1_qat,sub10k_open_images_v7,val,837,mar_100,0.623835,1023.9902,cpu,2.14.0+cpu
2026-09-07T22:34:40,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_1_qat,sub10k_open_images_v7,test,1674,map,0.402027,1022.6001,cpu,2.14.0+cpu
2026-09-07T22:34:40,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_1_qat,sub10k_open_images_v7,test,1674,map_50,0.614528,1022.6001,cpu,2.14.0+cpu
2026-09-07T22:34:40,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_1_qat,sub10k_open_images_v7,test,1674,map_75,0.426223,1022.6001,cpu,2.14.0+cpu
2026-09-07T22:34:40,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__ckpt_1_qat,sub10k_open_images_v7,test,1674,mar_100,0.629934,1022.6001,cpu,2.14.0+cpu
2026-09-07T22:54:45,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__best_quality_model_qat,sub10k_open_images_v7,val,837,map,0.451568,1391.2751,cpu,2.14.0+cpu
2026-09-07T22:54:45,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__best_quality_model_qat,sub10k_open_images_v7,val,837,map_50,0.670318,1391.2751,cpu,2.14.0+cpu
2026-09-07T22:54:45,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__best_quality_model_qat,sub10k_open_images_v7,val,837,map_75,0.49278,1391.2751,cpu,2.14.0+cpu
2026-09-07T22:54:45,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__best_quality_model_qat,sub10k_open_images_v7,val,837,mar_100,0.676579,1391.2751,cpu,2.14.0+cpu
2026-09-07T23:34:19,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__best_quality_model_qat,sub10k_open_images_v7,test,1674,map,0.443132,1392.6009,cpu,2.14.0+cpu
2026-09-07T23:34:19,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__best_quality_model_qat,sub10k_open_images_v7,test,1674,map_50,0.659671,1392.6009,cpu,2.14.0+cpu
2026-09-07T23:34:19,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__best_quality_model_qat,sub10k_open_images_v7,test,1674,map_75,0.480708,1392.6009,cpu,2.14.0+cpu
2026-09-07T23:34:19,RPi5,SLINN_OPTIM,onnxruntime,yolo26l__best_quality_model_qat,sub10k_open_images_v7,test,1674,mar_100,0.671499,1392.6009,cpu,2.14.0+cpu
