datum,uredjaj,mjerenje,runtime,model,dataset,split,n_uzoraka,metrika,vrijednost,latencija_ms,dev,torch
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,3096,R2,0.756544,0.0821,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,3096,RMSE,0.563176,0.0821,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,3096,MAE,0.379832,0.0821,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,3096,MedAE,0.254511,0.0821,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,3096,P90,0.845398,0.0821,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,3096,lin_R2,0.584826,0.0821,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,3096,R2,0.789701,0.0814,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,3096,RMSE,0.527334,0.0814,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,3096,MAE,0.363489,0.0814,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,3096,MedAE,0.243687,0.0814,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,3096,P90,0.813771,0.0814,cpu,2.14.0+cpu
2026-09-06T00:46:54,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,3096,lin_R2,0.606552,0.0814,cpu,2.14.0+cpu
2026-09-06T00:47:17,RPi5,BASELINE_OPTIM,onnxruntime,speechcommands_m5,speech_commands_v0.02,val,4443,accuracy,0.873284,0.6785,cpu,2.14.0+cpu
2026-09-06T00:47:17,RPi5,BASELINE_OPTIM,onnxruntime,speechcommands_m5,speech_commands_v0.02,val,4443,f1_macro,0.87306,0.6785,cpu,2.14.0+cpu
2026-09-06T00:47:33,RPi5,BASELINE_OPTIM,onnxruntime,speechcommands_m5,speech_commands_v0.02,test,4888,accuracy,0.85802,0.6779,cpu,2.14.0+cpu
2026-09-06T00:47:33,RPi5,BASELINE_OPTIM,onnxruntime,speechcommands_m5,speech_commands_v0.02,test,4888,f1_macro,0.85792,0.6779,cpu,2.14.0+cpu
2026-09-06T17:34:26,RPi5,BASELINE_OPTIM,onnxruntime,midas_depth,NYU_Depth_V2,val,254,AbsRel,0.120075,99.2932,cpu,2.14.0+cpu
2026-09-06T17:34:26,RPi5,BASELINE_OPTIM,onnxruntime,midas_depth,NYU_Depth_V2,val,254,RMSE_m,0.481029,99.2932,cpu,2.14.0+cpu
2026-09-06T17:34:26,RPi5,BASELINE_OPTIM,onnxruntime,midas_depth,NYU_Depth_V2,val,254,delta1,0.852628,99.2932,cpu,2.14.0+cpu
2026-09-06T00:49:23,RPi5,BASELINE_OPTIM,onnxruntime,sst2_distilbert,SST-2_GLUE,validation,872,accuracy,0.91055,23.1948,cpu,2.14.0+cpu
2026-09-06T00:49:23,RPi5,BASELINE_OPTIM,onnxruntime,sst2_distilbert,SST-2_GLUE,validation,872,f1_macro,0.91043,23.1948,cpu,2.14.0+cpu
2026-09-06T00:51:47,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,val,837,map,0.412335,129.3465,cpu,2.14.0+cpu
2026-09-06T00:51:47,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,val,837,map_50,0.62075,129.3465,cpu,2.14.0+cpu
2026-09-06T00:51:47,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,val,837,map_75,0.440211,129.3465,cpu,2.14.0+cpu
2026-09-06T00:51:47,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,val,837,mar_100,0.615595,129.3465,cpu,2.14.0+cpu
2026-09-06T00:56:14,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,test,1674,map,0.406859,128.3029,cpu,2.14.0+cpu
2026-09-06T00:56:14,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,test,1674,map_50,0.613234,128.3029,cpu,2.14.0+cpu
2026-09-06T00:56:14,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,test,1674,map_75,0.435673,128.3029,cpu,2.14.0+cpu
2026-09-06T00:56:14,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,test,1674,mar_100,0.605724,128.3029,cpu,2.14.0+cpu
2026-09-06T01:09:34,RPi5,BASELINE_OPTIM,onnxruntime,voc_deeplabv3,VOC2012_segmentation,val,1449,mIoU,0.726889,443.4453,cpu,2.14.0+cpu
2026-09-06T01:09:34,RPi5,BASELINE_OPTIM,onnxruntime,voc_deeplabv3,VOC2012_segmentation,val,1449,pixel_acc,0.933798,443.4453,cpu,2.14.0+cpu
2026-09-06T01:27:44,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,val,837,map,0.473208,1256.5485,cpu,2.14.0+cpu
2026-09-06T01:27:44,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,val,837,map_50,0.684665,1256.5485,cpu,2.14.0+cpu
2026-09-06T01:27:44,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,val,837,map_75,0.523722,1256.5485,cpu,2.14.0+cpu
2026-09-06T01:27:44,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,val,837,mar_100,0.671475,1256.5485,cpu,2.14.0+cpu
2026-09-06T02:03:33,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,test,1674,map,0.468197,1258.8163,cpu,2.14.0+cpu
2026-09-06T02:03:33,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,test,1674,map_50,0.68209,1258.8163,cpu,2.14.0+cpu
2026-09-06T02:03:33,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,test,1674,map_75,0.506669,1258.8163,cpu,2.14.0+cpu
2026-09-06T02:03:33,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,test,1674,mar_100,0.662417,1258.8163,cpu,2.14.0+cpu
