datum,uredjaj,mjerenje,runtime,model,dataset,split,n_uzoraka,metrika,vrijednost,latencija_ms,dev,torch
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,5,R2,0.900639,0.0806,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,5,RMSE,0.407572,0.0806,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,5,MAE,0.333524,0.0806,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,5,MedAE,0.335824,0.0806,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,5,P90,0.604157,0.0806,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,val,5,lin_R2,0.81234,0.0806,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,5,R2,0.744579,0.0803,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,5,RMSE,0.535678,0.0803,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,5,MAE,0.473816,0.0803,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,5,MedAE,0.590748,0.0803,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,5,P90,0.723748,0.0803,cpu,2.14.0+cpu
2026-09-06T00:35:13,RPi5,BASELINE_OPTIM,onnxruntime,housing_mlp,california_housing,test,5,lin_R2,0.224167,0.0803,cpu,2.14.0+cpu
2026-09-06T00:35:18,RPi5,BASELINE_OPTIM,onnxruntime,speechcommands_m5,speech_commands_v0.02,val,5,accuracy,1.0,0.6789,cpu,2.14.0+cpu
2026-09-06T00:35:18,RPi5,BASELINE_OPTIM,onnxruntime,speechcommands_m5,speech_commands_v0.02,val,5,f1_macro,1.0,0.6789,cpu,2.14.0+cpu
2026-09-06T00:35:18,RPi5,BASELINE_OPTIM,onnxruntime,speechcommands_m5,speech_commands_v0.02,test,5,accuracy,1.0,0.6783,cpu,2.14.0+cpu
2026-09-06T00:35:18,RPi5,BASELINE_OPTIM,onnxruntime,speechcommands_m5,speech_commands_v0.02,test,5,f1_macro,1.0,0.6783,cpu,2.14.0+cpu
2026-09-06T00:35:29,RPi5,BASELINE_OPTIM,onnxruntime,midas_depth,NYU_Depth_V2,val,5,AbsRel,0.213523,97.6016,cpu,2.14.0+cpu
2026-09-06T00:35:29,RPi5,BASELINE_OPTIM,onnxruntime,midas_depth,NYU_Depth_V2,val,5,RMSE_m,0.884773,97.6016,cpu,2.14.0+cpu
2026-09-06T00:35:29,RPi5,BASELINE_OPTIM,onnxruntime,midas_depth,NYU_Depth_V2,val,5,delta1,0.62382,97.6016,cpu,2.14.0+cpu
2026-09-06T00:35:45,RPi5,BASELINE_OPTIM,onnxruntime,sst2_distilbert,SST-2_GLUE,validation,5,accuracy,1.0,22.401,cpu,2.14.0+cpu
2026-09-06T00:35:45,RPi5,BASELINE_OPTIM,onnxruntime,sst2_distilbert,SST-2_GLUE,validation,5,f1_macro,1.0,22.401,cpu,2.14.0+cpu
2026-09-06T00:35:55,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,val,5,map,0.393155,155.6904,cpu,2.14.0+cpu
2026-09-06T00:35:55,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,val,5,map_50,0.628572,155.6904,cpu,2.14.0+cpu
2026-09-06T00:35:55,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,val,5,map_75,0.425789,155.6904,cpu,2.14.0+cpu
2026-09-06T00:35:55,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,val,5,mar_100,0.591667,155.6904,cpu,2.14.0+cpu
2026-09-06T00:35:56,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,test,5,map,0.734497,122.1065,cpu,2.14.0+cpu
2026-09-06T00:35:56,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,test,5,map_50,0.859045,122.1065,cpu,2.14.0+cpu
2026-09-06T00:35:56,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,test,5,map_75,0.809461,122.1065,cpu,2.14.0+cpu
2026-09-06T00:35:56,RPi5,BASELINE_OPTIM,onnxruntime,yolo26n,sub10k_open_images_v7,test,5,mar_100,0.842571,122.1065,cpu,2.14.0+cpu
2026-09-06T00:36:38,RPi5,BASELINE_OPTIM,onnxruntime,voc_deeplabv3,VOC2012_segmentation,val,5,mIoU,0.858575,977.8454,cpu,2.14.0+cpu
2026-09-06T00:36:38,RPi5,BASELINE_OPTIM,onnxruntime,voc_deeplabv3,VOC2012_segmentation,val,5,pixel_acc,0.963062,977.8454,cpu,2.14.0+cpu
2026-09-06T00:37:08,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,val,5,map,0.439949,2224.9452,cpu,2.14.0+cpu
2026-09-06T00:37:08,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,val,5,map_50,0.798903,2224.9452,cpu,2.14.0+cpu
2026-09-06T00:37:08,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,val,5,map_75,0.45541,2224.9452,cpu,2.14.0+cpu
2026-09-06T00:37:08,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,val,5,mar_100,0.598333,2224.9452,cpu,2.14.0+cpu
2026-09-06T00:37:23,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,test,5,map,0.790856,3026.6798,cpu,2.14.0+cpu
2026-09-06T00:37:23,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,test,5,map_50,0.870432,3026.6798,cpu,2.14.0+cpu
2026-09-06T00:37:23,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,test,5,map_75,0.843729,3026.6798,cpu,2.14.0+cpu
2026-09-06T00:37:23,RPi5,BASELINE_OPTIM,onnxruntime,yolo26l,sub10k_open_images_v7,test,5,mar_100,0.854571,3026.6798,cpu,2.14.0+cpu
